scenario_id,seed,customer_count,vehicle_count,charger_condition,constraint_name,evaluated_route_count,unmet_route_count,case_unmet_rate
C025_V03_CHG_broad_SPEED25_T480,62,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,62,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,62,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,62,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,62,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,63,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,63,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,63,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,63,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,63,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,63,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,63,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,63,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,63,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,64,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,64,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,64,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,64,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,64,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,64,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,64,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,64,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,64,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,65,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,65,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,65,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,65,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,65,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,65,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,65,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,65,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,65,25,5,conservative,Charging-station access,5,4,0.8
C025_V01_CHG_balanced_SPEED25_T480,66,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,66,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,66,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,66,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,66,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,66,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,66,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,66,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,66,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,67,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,67,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,67,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,67,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,67,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,67,25,3,conservative,Charging-station access,3,0,0.0
C025_V05_CHG_balanced_SPEED25_T480,67,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,67,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,67,25,5,conservative,Charging-station access,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,68,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,68,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,68,25,1,conservative,Charging-station access,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,68,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,68,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,68,25,3,conservative,Charging-station access,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,68,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,68,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,68,25,5,conservative,Charging-station access,5,5,1.0
C025_V01_CHG_balanced_SPEED25_T480,69,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,69,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,69,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,69,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,69,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,69,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,69,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,69,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,69,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,70,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,70,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,70,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,70,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,70,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,70,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,70,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,70,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,70,25,5,conservative,Charging-station access,5,4,0.8
C025_V01_CHG_balanced_SPEED25_T480,71,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,71,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,71,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,71,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,71,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,71,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,71,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,71,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,71,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,72,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,72,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,72,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,72,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,72,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,72,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,72,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,72,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,72,25,5,conservative,Charging-station access,5,4,0.8
C025_V01_CHG_balanced_SPEED25_T480,73,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,73,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,73,25,1,conservative,Charging-station access,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,73,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,73,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,73,25,3,conservative,Charging-station access,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,73,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,73,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,73,25,5,conservative,Charging-station access,5,5,1.0
C025_V01_CHG_balanced_SPEED25_T480,74,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,74,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,74,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,74,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,74,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,74,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,74,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,74,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,74,25,5,conservative,Charging-station access,5,4,0.8
C025_V01_CHG_balanced_SPEED25_T480,75,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,75,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,75,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,75,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,75,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,75,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,75,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,75,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,75,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,76,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,76,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,76,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,76,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,76,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,76,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,76,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,76,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,76,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,77,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,77,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,77,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,77,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,77,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,77,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,77,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,77,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,77,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,78,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,78,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,78,25,1,conservative,Charging-station access,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,78,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,78,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,78,25,3,conservative,Charging-station access,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,78,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,78,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,78,25,5,conservative,Charging-station access,5,5,1.0
C025_V01_CHG_balanced_SPEED25_T480,79,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,79,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,79,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,79,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,79,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,79,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,79,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,79,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,79,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,80,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,80,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,80,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,80,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,80,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,80,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,80,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,80,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,80,25,5,conservative,Charging-station access,5,4,0.8
C025_V01_CHG_balanced_SPEED25_T480,81,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,81,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,81,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,81,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,81,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,81,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,81,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,81,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,81,25,5,conservative,Charging-station access,5,4,0.8
C025_V01_CHG_balanced_SPEED25_T480,82,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,82,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,82,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,82,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,82,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,82,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,82,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,82,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,82,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,83,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,83,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,83,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,83,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,83,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,83,25,3,conservative,Charging-station access,3,0,0.0
C025_V05_CHG_balanced_SPEED25_T480,83,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,83,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,83,25,5,conservative,Charging-station access,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,84,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,84,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,84,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,84,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,84,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,84,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,84,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,84,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,84,25,5,conservative,Charging-station access,5,4,0.8
C025_V01_CHG_balanced_SPEED25_T480,85,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,85,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,85,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,85,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,85,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,85,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,85,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,85,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,85,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,86,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,86,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,86,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,86,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,86,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,86,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,86,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,86,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,86,25,5,conservative,Charging-station access,5,4,0.8
C025_V01_CHG_balanced_SPEED25_T480,87,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,87,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,87,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,87,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,87,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,87,25,3,conservative,Charging-station access,3,0,0.0
C025_V05_CHG_balanced_SPEED25_T480,87,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,87,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,87,25,5,conservative,Charging-station access,5,1,0.2
C025_V01_CHG_balanced_SPEED25_T480,88,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,88,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,88,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,88,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,88,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,88,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,88,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,88,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,88,25,5,conservative,Charging-station access,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,89,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,89,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,89,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,89,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,89,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,89,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,89,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,89,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,89,25,5,conservative,Charging-station access,5,2,0.4
C025_V01_CHG_balanced_SPEED25_T480,90,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,90,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,90,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,90,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,90,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,90,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,90,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,90,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,90,25,5,conservative,Charging-station access,5,4,0.8
C025_V01_CHG_balanced_SPEED25_T480,91,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,91,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,91,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,91,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,91,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,91,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,91,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,91,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,91,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,92,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,92,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,92,25,1,conservative,Charging-station access,1,1,1.0
C025_V03_CHG_balanced_SPEED25_T480,92,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,92,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,92,25,3,conservative,Charging-station access,3,3,1.0
C025_V05_CHG_balanced_SPEED25_T480,92,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,92,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,92,25,5,conservative,Charging-station access,5,5,1.0
C025_V01_CHG_balanced_SPEED25_T480,93,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,93,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,93,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,93,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,93,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,93,25,3,conservative,Charging-station access,3,1,0.3333333333333333
C025_V05_CHG_balanced_SPEED25_T480,93,25,5,balanced,Charging-station access,5,0,0.0
C025_V05_CHG_broad_SPEED25_T480,93,25,5,broad,Charging-station access,5,0,0.0
C025_V05_CHG_conservative_SPEED25_T480,93,25,5,conservative,Charging-station access,5,3,0.6
C025_V01_CHG_balanced_SPEED25_T480,94,25,1,balanced,Charging-station access,1,0,0.0
C025_V01_CHG_broad_SPEED25_T480,94,25,1,broad,Charging-station access,1,0,0.0
C025_V01_CHG_conservative_SPEED25_T480,94,25,1,conservative,Charging-station access,1,0,0.0
C025_V03_CHG_balanced_SPEED25_T480,94,25,3,balanced,Charging-station access,3,0,0.0
C025_V03_CHG_broad_SPEED25_T480,94,25,3,broad,Charging-station access,3,0,0.0
C025_V03_CHG_conservative_SPEED25_T480,94,25,3,conservative,Charging-station access,3,2,0.6666666666666666
C025_V05_CHG_balanced_SPEED25_T480,94,25,5,balanced,Charging-station access,5,0,0.0
