発地コード,発地名,着地コード,着地名,品目コード,品目名称,重量（発→着）,重量（着→発）,トラック台数（発→着）,トラック台数（着→発）
04,宮城県,14,神奈川県,6,金属工業品,148.4614605,594.7324856,0,8.299003322
05,秋田県,08,茨城県,6,金属工業品,35.9023111,202.0363442,6.012025902,36.19405838
05,秋田県,11,埼玉県,6,金属工業品,48.87948635,17.56366472,29.23897214,33.40353901
05,秋田県,12,千葉県,6,金属工業品,0.502166667,127.260645,0,6
05,秋田県,13,東京都,6,金属工業品,93.69486418,61.01412465,0,29.13612565
05,秋田県,14,神奈川県,6,金属工業品,91.3562341,53.51273417,0,0
06,山形県,08,茨城県,6,金属工業品,87.43347585,539.6451856,5.555555556,40.57802538
06,山形県,11,埼玉県,6,金属工業品,8.193797528,300.6521288,43.57411637,100.1627029
06,山形県,12,千葉県,6,金属工業品,167.3953314,609.5142018,0,32
06,山形県,13,東京都,6,金属工業品,33.30866032,15.48293456,0,39.55555556
06,山形県,14,神奈川県,6,金属工業品,2.556653434,171.7596582,5.238095238,12.43023055
07,福島県,08,茨城県,6,金属工業品,797.7982887,2875.177101,85.60606852,247.7903995
07,福島県,11,埼玉県,6,金属工業品,123.9937539,1121.64926,167.9662835,268.9019135
07,福島県,12,千葉県,6,金属工業品,141.1574228,2857.40038,6.304347826,105.325937
07,福島県,13,東京都,6,金属工業品,56.37718514,321.9919952,0,96.95430747
07,福島県,14,神奈川県,6,金属工業品,293.386044,936.7241715,0,28.90928679
08,茨城県,01,北海道,6,金属工業品,154.6139167,357.9908793,15.31869548,6.430555556
08,茨城県,02,青森県,6,金属工業品,17.99951348,4.444444444,13.57347518,2.555555556
08,茨城県,03,岩手県,6,金属工業品,415.2056257,3.565541063,33.125,2.555555556
08,茨城県,04,宮城県,6,金属工業品,955.2499213,568.5697019,72.2610701,73.80455651
08,茨城県,05,秋田県,6,金属工業品,202.0363442,35.9023111,36.19405838,6.012025902
08,茨城県,06,山形県,6,金属工業品,539.6451856,87.43347585,40.57802538,5.555555556
08,茨城県,07,福島県,6,金属工業品,2875.177101,797.7982887,247.7903995,85.60606852
08,茨城県,08,茨城県,6,金属工業品,18246.43234,18246.43234,2873.72067,2873.72067
08,茨城県,09,栃木県,6,金属工業品,3797.384395,16803.77268,476.9765604,1064.49017
08,茨城県,10,群馬県,6,金属工業品,3566.908579,399.5197535,135.2451801,90.81568458
08,茨城県,11,埼玉県,6,金属工業品,5173.029515,3853.4716,753.2629089,1053.021208
08,茨城県,12,千葉県,6,金属工業品,14225.97886,27660.25119,807.5485737,1922.060092
08,茨城県,13,東京都,6,金属工業品,5698.19687,3587.429777,1064.87279,621.9205818
08,茨城県,14,神奈川県,6,金属工業品,4039.098668,2166.588482,761.4738546,77.68608484
08,茨城県,15,新潟県,6,金属工業品,759.2890175,127.9571464,45.05964455,34.10049986
08,茨城県,16,富山県,6,金属工業品,428.8622795,258.7896348,15.79686197,37.79471379
08,茨城県,17,石川県,6,金属工業品,171.3390602,31.86052137,12.28846154,10.74786325
08,茨城県,18,福井県,6,金属工業品,100.059395,2189.867087,29.22481999,164.9745839
08,茨城県,19,山梨県,6,金属工業品,843.5897933,0.657747672,86.12963256,25.56521739
08,茨城県,20,長野県,6,金属工業品,799.2723641,110.3661134,88.67300703,62.06427883
08,茨城県,21,岐阜県,6,金属工業品,386.6523646,450.8831834,31.2643323,38.23880476
08,茨城県,22,静岡県,6,金属工業品,989.6618696,223.1635943,101.6088183,31.22771505
08,茨城県,23,愛知県,6,金属工業品,871.9872804,308.5304468,89.87406566,41.47553852
08,茨城県,24,三重県,6,金属工業品,48.50573355,33.75959015,19.97453076,15.43291962
08,茨城県,25,滋賀県,6,金属工業品,413.5656768,83.31712851,7.893617021,11.73611111
08,茨城県,26,京都府,6,金属工業品,93.32942959,8.50033107,36.66783704,19.46176578
08,茨城県,27,大阪府,6,金属工業品,1082.990837,670.2410488,138.0382257,143.1427113
08,茨城県,28,兵庫県,6,金属工業品,219.2066177,232.3342279,21.85431442,49.04975605
08,茨城県,29,奈良県,6,金属工業品,30.39502359,20.68452906,10.07180851,9.651709402
08,茨城県,30,和歌山県,6,金属工業品,211.72,179.1311961,0,2.555555556
08,茨城県,31,鳥取県,6,金属工業品,0,0.063888889,0,2.555555556
08,茨城県,32,島根県,6,金属工業品,0,0.646555556,0,2.555555556
08,茨城県,33,岡山県,6,金属工業品,78.70912899,26.16911111,10.4669698,7.666666667
08,茨城県,34,広島県,6,金属工業品,32.32916291,0.398655479,18.1361018,5.596651446
08,茨城県,35,山口県,6,金属工業品,1.245957279,4.254062802,5.914942529,7.120772947
08,茨城県,36,徳島県,6,金属工業品,6.606411348,29.25122989,7.780141844,2.555555556
08,茨城県,37,香川県,6,金属工業品,51.1722852,3.284210526,7.263888889,32.84210526
08,茨城県,38,愛媛県,6,金属工業品,66.11501344,4.142153846,9.342105263,6.651709402
08,茨城県,39,高知県,6,金属工業品,0,0.079222222,0,2.555555556
08,茨城県,40,福岡県,6,金属工業品,323.5454189,5.723635934,27.17995435,12.22222222
08,茨城県,41,佐賀県,6,金属工業品,16.61356383,0.695111111,6.625,2.555555556
08,茨城県,42,長崎県,6,金属工業品,6.669695922,28.21576712,9.9375,8.637747336
08,茨城県,43,熊本県,6,金属工業品,28.59882032,1.140249545,19.14469178,4.409836066
08,茨城県,44,大分県,6,金属工業品,434.5567979,18.24657534,10.32180851,6.082191781
08,茨城県,45,宮崎県,6,金属工業品,46.71052632,0.240222222,13.75194133,2.555555556
08,茨城県,46,鹿児島県,6,金属工業品,30.86885246,0.087542805,8.819672131,2.555555556
08,茨城県,90,全国,6,金属工業品,182.4286686,180.9250986,0,0
08,茨城県,92,東北,6,金属工業品,133.2631579,0,9.342105263,0
08,茨城県,93,海外,6,金属工業品,141.817079,777.5904857,17.33333333,50.13577586
08,茨城県,94,不特定,6,金属工業品,10.8,0,0,0
08,茨城県,99,全て不明,6,金属工業品,27.92748589,0,16.54884933,0
09,栃木県,08,茨城県,6,金属工業品,16803.77268,3797.384395,1064.49017,476.9765604
09,栃木県,11,埼玉県,6,金属工業品,905.5156954,2222.37468,345.3489002,764.6689319
09,栃木県,12,千葉県,6,金属工業品,1254.890637,8486.359097,120.6113095,302.3861627
09,栃木県,13,東京都,6,金属工業品,361.200169,1585.937985,13.11949686,857.1663989
09,栃木県,14,神奈川県,6,金属工業品,1327.019236,2292.406134,3,15.42572944
10,群馬県,08,茨城県,6,金属工業品,399.5197535,3566.908579,90.81568458,135.2451801
10,群馬県,11,埼玉県,6,金属工業品,1621.873701,4269.86194,723.2929983,883.8590212
10,群馬県,12,千葉県,6,金属工業品,1137.833745,9795.352628,187.8187261,442.0792433
10,群馬県,13,東京都,6,金属工業品,499.1450749,3360.877973,41.3024948,1482.98505
10,群馬県,14,神奈川県,6,金属工業品,352.0850405,1204.926975,21.07142857,38.00800915
11,埼玉県,01,北海道,6,金属工業品,20.82270093,0,48.9981766,0
11,埼玉県,02,青森県,6,金属工業品,80.94095681,3.36,27.47425249,4.2
11,埼玉県,03,岩手県,6,金属工業品,36.88239635,53.96464906,122.2917389,36.44775902
11,埼玉県,04,宮城県,6,金属工業品,297.4817593,2098.977943,116.4969552,163.6560264
11,埼玉県,05,秋田県,6,金属工業品,17.56366472,48.87948635,33.40353901,29.23897214
11,埼玉県,06,山形県,6,金属工業品,300.6521288,8.193797528,100.1627029,43.57411637
11,埼玉県,07,福島県,6,金属工業品,1121.64926,123.9937539,268.9019135,167.9662835
11,埼玉県,08,茨城県,6,金属工業品,3853.4716,5173.029515,1053.021208,753.2629089
11,埼玉県,09,栃木県,6,金属工業品,2222.37468,905.5156954,764.6689319,345.3489002
11,埼玉県,10,群馬県,6,金属工業品,4269.86194,1621.873701,883.8590212,723.2929983
11,埼玉県,11,埼玉県,6,金属工業品,12811.55637,12811.55637,7927.235971,7927.235971
11,埼玉県,12,千葉県,6,金属工業品,5496.966506,9504.657354,1125.695446,496.2591762
11,埼玉県,13,東京都,6,金属工業品,3965.981337,3464.228636,2593.456727,1958.886421
11,埼玉県,14,神奈川県,6,金属工業品,4131.186597,3062.369664,1101.835987,167.428492
11,埼玉県,15,新潟県,6,金属工業品,546.2458513,252.8197803,203.9738403,204.6315182
11,埼玉県,16,富山県,6,金属工業品,78.23054662,261.1415182,91.7774359,213.5070827
11,埼玉県,17,石川県,6,金属工業品,2.124583651,31.33914787,12.15982672,22.53275452
11,埼玉県,18,福井県,6,金属工業品,78.97847135,8.719374817,25.54953627,23.11216126
11,埼玉県,19,山梨県,6,金属工業品,358.0676742,104.8898985,143.1591184,46.81823044
11,埼玉県,20,長野県,6,金属工業品,941.9646127,280.1482964,400.4381166,154.2124382
11,埼玉県,21,岐阜県,6,金属工業品,187.1484933,129.5237333,103.8900304,106.038243
11,埼玉県,22,静岡県,6,金属工業品,1012.254379,326.2265756,309.4496264,132.1513224
11,埼玉県,23,愛知県,6,金属工業品,557.6821515,1176.241442,299.1842107,266.6159754
11,埼玉県,24,三重県,6,金属工業品,30.46842328,295.729767,63.86891605,71.4802757
11,埼玉県,25,滋賀県,6,金属工業品,84.73690136,84.33831691,42.23969863,34.35973267
11,埼玉県,26,京都府,6,金属工業品,28.51427914,26.17307244,32.29832657,35.25845163
11,埼玉県,27,大阪府,6,金属工業品,570.0938983,353.2801602,187.7968235,249.9670263
11,埼玉県,28,兵庫県,6,金属工業品,159.2155788,937.0772019,117.0438068,88.94647009
11,埼玉県,29,奈良県,6,金属工業品,36.83938765,1.432163355,20.53521595,4.754966887
11,埼玉県,30,和歌山県,6,金属工業品,43.02025612,12.68041362,22.05462185,34.96234773
11,埼玉県,31,鳥取県,6,金属工業品,1.983872727,2.078571429,0,6.892857143
11,埼玉県,32,島根県,6,金属工業品,82.26966753,54,23.14285714,6
11,埼玉県,33,岡山県,6,金属工業品,38.33036564,125.8112426,56.90180214,44.80937922
11,埼玉県,34,広島県,6,金属工業品,82.88610098,17.34578199,57.91678742,19.74605042
11,埼玉県,35,山口県,6,金属工業品,33.30524868,29.54794444,40.05356604,16.97777778
11,埼玉県,36,徳島県,6,金属工業品,9.30718042,155.0923077,8.443589744,26.74358974
11,埼玉県,37,香川県,6,金属工業品,1.502542424,1.093396226,0,10.93396226
11,埼玉県,38,愛媛県,6,金属工業品,0.56444496,0,16.4943609,0
11,埼玉県,40,福岡県,6,金属工業品,26.56613499,8.839735078,71.90013583,32.86038024
11,埼玉県,41,佐賀県,6,金属工業品,79.71040076,25,13.43028322,2.5
11,埼玉県,42,長崎県,6,金属工業品,10.516867,0,8.518518519,0
11,埼玉県,43,熊本県,6,金属工業品,32.055902,27.72336081,18.77777778,18.91819292
11,埼玉県,44,大分県,6,金属工業品,3.351039366,0,17.53007519,0
11,埼玉県,45,宮崎県,6,金属工業品,0.614080845,0,4.911764706,0
11,埼玉県,46,鹿児島県,6,金属工業品,1.972565801,0,2.714285714,4.842105263
11,埼玉県,47,沖縄県,6,金属工業品,0.82,0,6.833333333,0
11,埼玉県,91,東日本,6,金属工業品,0,13.66666667,0,20.5
11,埼玉県,92,東北,6,金属工業品,124.098,0.759649123,44.72,7.596491228
11,埼玉県,93,海外,6,金属工業品,20.09057944,1873.455274,26.28587714,163.966673
11,埼玉県,94,不特定,6,金属工業品,57.92106838,28.89884615,458.1324786,862.2435897
11,埼玉県,99,全て不明,6,金属工業品,377.1428571,363.5046479,188.5714286,226.9674936
12,千葉県,01,北海道,6,金属工業品,548.638468,3040.3,4,3
12,千葉県,02,青森県,6,金属工業品,265.3773329,0,10.68169761,0
12,千葉県,03,岩手県,6,金属工業品,618.6858326,28.42102564,23.66346154,0
12,千葉県,04,宮城県,6,金属工業品,1524.940888,271.2833319,47.9173364,8.625
12,千葉県,05,秋田県,6,金属工業品,127.260645,0.502166667,6,0
12,千葉県,06,山形県,6,金属工業品,609.5142018,167.3953314,32,0
12,千葉県,07,福島県,6,金属工業品,2857.40038,141.1574228,105.325937,6.304347826
12,千葉県,08,茨城県,6,金属工業品,27660.25119,14225.97886,1922.060092,807.5485737
12,千葉県,09,栃木県,6,金属工業品,8486.359097,1254.890637,302.3861627,120.6113095
12,千葉県,10,群馬県,6,金属工業品,9795.352628,1137.833745,442.0792433,187.8187261
12,千葉県,11,埼玉県,6,金属工業品,9504.657354,5496.966506,496.2591762,1125.695446
12,千葉県,12,千葉県,6,金属工業品,72285.57108,72285.57108,3823.701491,3823.701491
12,千葉県,13,東京都,6,金属工業品,10761.1529,5858.021079,997.594484,1971.277113
12,千葉県,14,神奈川県,6,金属工業品,43708.91353,12172.07778,440.6061505,288.1054674
12,千葉県,15,新潟県,6,金属工業品,2153.958749,274.2880029,59.93421053,46.60354426
12,千葉県,16,富山県,6,金属工業品,199.2557326,89.49717582,4.5625,0
12,千葉県,17,石川県,6,金属工業品,295.7552188,1.6,9.692307692,0
12,千葉県,18,福井県,6,金属工業品,27.69817669,36.93874005,0,3
12,千葉県,19,山梨県,6,金属工業品,909.5700026,2.416491587,79.26398418,4.953125
12,千葉県,20,長野県,6,金属工業品,613.005546,25.36805093,14,12.70833333
12,千葉県,21,岐阜県,6,金属工業品,343.9202507,5.410272486,45.34412956,0
12,千葉県,22,静岡県,6,金属工業品,3521.395757,117.1502244,227.1177784,19.91724138
12,千葉県,23,愛知県,6,金属工業品,7635.366119,221.8705866,352.9802002,8.25
12,千葉県,24,三重県,6,金属工業品,834.5076319,83.83886665,13.38461539,4.384615385
12,千葉県,25,滋賀県,6,金属工業品,805.0588394,45.05787308,13,0
12,千葉県,26,京都府,6,金属工業品,85.7458892,49.375,0,10.3125
12,千葉県,27,大阪府,6,金属工業品,7313.074429,1525.630424,68.67618084,24.18864469
12,千葉県,28,兵庫県,6,金属工業品,1005.6151,175.7481272,8,4.4
12,千葉県,29,奈良県,6,金属工業品,176.9698635,4.580645161,6,0
12,千葉県,30,和歌山県,6,金属工業品,55.55734921,93.51423529,0,0
12,千葉県,31,鳥取県,6,金属工業品,43.41552381,0.428865979,0,0
12,千葉県,32,島根県,6,金属工業品,5.803057423,19.18252597,0,0
12,千葉県,33,岡山県,6,金属工業品,871.711738,87.11495727,21.38461539,0
12,千葉県,34,広島県,6,金属工業品,327.2693524,254.3766347,6,7.5625
12,千葉県,35,山口県,6,金属工業品,149.7308215,3039.363636,0,0
12,千葉県,36,徳島県,6,金属工業品,64.57596867,37.5,3,3
12,千葉県,37,香川県,6,金属工業品,211.7073571,6.279305361,0,0
12,千葉県,38,愛媛県,6,金属工業品,35.29783732,1465.396333,0,0
12,千葉県,39,高知県,6,金属工業品,1.631683433,0,0,0
12,千葉県,40,福岡県,6,金属工業品,396.6137125,246.0737059,5,3.25
12,千葉県,41,佐賀県,6,金属工業品,145.1416103,402.349495,1,0
12,千葉県,42,長崎県,6,金属工業品,5.588369048,0.7,0,0
12,千葉県,43,熊本県,6,金属工業品,19.50169841,0,0,0
12,千葉県,44,大分県,6,金属工業品,12.441337,0,0,0
12,千葉県,45,宮崎県,6,金属工業品,3.215688259,0,0,0
12,千葉県,46,鹿児島県,6,金属工業品,96.07495717,0,6.466666667,0
12,千葉県,47,沖縄県,6,金属工業品,124.8871558,37.5,24,3
12,千葉県,90,全国,6,金属工業品,109.6663671,1.75891954,14.26666667,14.26666667
12,千葉県,91,東日本,6,金属工業品,0,0.008333333,0,0
12,千葉県,92,東北,6,金属工業品,33.37419355,82.53907692,88,60
12,千葉県,93,海外,6,金属工業品,34546.08569,4005.211231,47.4,12.81355932
12,千葉県,94,不特定,6,金属工業品,456.25,450,45,45
12,千葉県,99,全て不明,6,金属工業品,18.33333333,78.89130435,3.666666667,3.666666667
13,東京都,01,北海道,6,金属工業品,5.042785207,1106.885505,128,0
13,東京都,02,青森県,6,金属工業品,12.74267792,3.930136986,28,0
13,東京都,03,岩手県,6,金属工業品,52.90072902,1.393060629,24,6.179104478
13,東京都,04,宮城県,6,金属工業品,307.1202499,0.687212699,72.65786479,0
13,東京都,05,秋田県,6,金属工業品,61.01412465,93.69486418,29.13612565,0
13,東京都,06,山形県,6,金属工業品,15.48293456,33.30866032,39.55555556,0
13,東京都,07,福島県,6,金属工業品,321.9919952,56.37718514,96.95430747,0
13,東京都,08,茨城県,6,金属工業品,3587.429777,5698.19687,621.9205818,1064.87279
13,東京都,09,栃木県,6,金属工業品,1585.937985,361.200169,857.1663989,13.11949686
13,東京都,10,群馬県,6,金属工業品,3360.877973,499.1450749,1482.98505,41.3024948
13,東京都,11,埼玉県,6,金属工業品,3464.228636,3965.981337,1958.886421,2593.456727
13,東京都,12,千葉県,6,金属工業品,5858.021079,10761.1529,1971.277113,997.594484
13,東京都,13,東京都,6,金属工業品,6257.16978,6257.16978,3132.604942,3132.604942
13,東京都,14,神奈川県,6,金属工業品,2629.223321,7391.645322,1962.841735,619.4396946
13,東京都,15,新潟県,6,金属工業品,356.8931621,231.6743425,172.9592944,16.66666667
13,東京都,16,富山県,6,金属工業品,4.479190783,702.8120477,40.0952381,0
13,東京都,17,石川県,6,金属工業品,0.543967204,0.140869565,16,0
13,東京都,18,福井県,6,金属工業品,27.09274318,24.24997436,40,0
13,東京都,19,山梨県,6,金属工業品,153.1518187,15.27430639,78.59019515,0
13,東京都,20,長野県,6,金属工業品,262.7295477,241.8511407,142.0904331,6.179104478
13,東京都,21,岐阜県,6,金属工業品,5.242220491,18.35934631,104.0952381,0
13,東京都,22,静岡県,6,金属工業品,430.0500582,158.4685755,347.5132947,6.361702128
13,東京都,23,愛知県,6,金属工業品,322.6622077,1874.715555,204,26.58823529
13,東京都,24,三重県,6,金属工業品,4.752869048,18.36789905,72,0
13,東京都,25,滋賀県,6,金属工業品,13.13225944,24.21010896,52,0
13,東京都,26,京都府,6,金属工業品,6.224923516,4.362059319,56,0
13,東京都,27,大阪府,6,金属工業品,249.1799883,1943.638071,126.2722513,4.833333333
13,東京都,28,兵庫県,6,金属工業品,212.737768,1052.769678,84,5.613333333
13,東京都,29,奈良県,6,金属工業品,1.94,0.141,52,0
13,東京都,30,和歌山県,6,金属工業品,1.249,1028.39072,48,0
13,東京都,31,鳥取県,6,金属工業品,7.881856589,0.064263566,44,0
13,東京都,32,島根県,6,金属工業品,2.485294118,0,0,0
13,東京都,33,岡山県,6,金属工業品,3.614777618,48.991339,33.13612565,0
13,東京都,34,広島県,6,金属工業品,5.488452886,2186.564103,82.27225131,0
13,東京都,35,山口県,6,金属工業品,1.038875817,35.46833613,52,0
13,東京都,36,徳島県,6,金属工業品,0.48,0,12,0
13,東京都,37,香川県,6,金属工業品,0.463777778,0,20,0
13,東京都,38,愛媛県,6,金属工業品,52.82990285,0.024494651,53.13612565,0
13,東京都,39,高知県,6,金属工業品,0.370888889,0,24,0
13,東京都,40,福岡県,6,金属工業品,22.04791066,4640.075267,101.1361257,186
13,東京都,41,佐賀県,6,金属工業品,2.068546584,174.7366936,16,9.1375
13,東京都,42,長崎県,6,金属工業品,0.502724107,0,41.13612565,0
13,東京都,43,熊本県,6,金属工業品,7.827415413,0,36,0
13,東京都,44,大分県,6,金属工業品,0.4705,908.3126553,36,5.375
13,東京都,45,宮崎県,6,金属工業品,0.303019324,0.00626087,24,0
13,東京都,46,鹿児島県,6,金属工業品,0.567246377,0,24,0
13,東京都,47,沖縄県,6,金属工業品,0.392,0,28,0
13,東京都,90,全国,6,金属工業品,145.9715713,203.4732868,55.65714286,40.63311688
13,東京都,92,東北,6,金属工業品,81.6785436,45.31475906,26.50909091,26.50909091
13,東京都,93,海外,6,金属工業品,74.06194297,178.6893812,0,0
13,東京都,94,不特定,6,金属工業品,4.923076923,0.259006559,0,0
13,東京都,99,全て不明,6,金属工業品,71.2,68.32379515,0,0
14,神奈川県,01,北海道,6,金属工業品,192.8427527,23.68244538,4.686567164,0
14,神奈川県,02,青森県,6,金属工業品,6.084461931,0.511847176,0,0
14,神奈川県,03,岩手県,6,金属工業品,81.7655456,4.756266049,0,0
14,神奈川県,04,宮城県,6,金属工業品,594.7324856,148.4614605,8.299003322,0
14,神奈川県,05,秋田県,6,金属工業品,53.51273417,91.3562341,0,0
14,神奈川県,06,山形県,6,金属工業品,171.7596582,2.556653434,12.43023055,5.238095238
14,神奈川県,07,福島県,6,金属工業品,936.7241715,293.386044,28.90928679,0
14,神奈川県,08,茨城県,6,金属工業品,2166.588482,4039.098668,77.68608484,761.4738546
14,神奈川県,09,栃木県,6,金属工業品,2292.406134,1327.019236,15.42572944,3
14,神奈川県,10,群馬県,6,金属工業品,1204.926975,352.0850405,38.00800915,21.07142857
14,神奈川県,11,埼玉県,6,金属工業品,3062.369664,4131.186597,167.428492,1101.835987
14,神奈川県,12,千葉県,6,金属工業品,12172.07778,43708.91353,288.1054674,440.6061505
14,神奈川県,13,東京都,6,金属工業品,7391.645322,2629.223321,619.4396946,1962.841735
14,神奈川県,14,神奈川県,6,金属工業品,35777.36657,35777.36657,2066.634725,2066.634725
14,神奈川県,15,新潟県,6,金属工業品,1637.156683,172.9698171,42.10526316,13.65914787
14,神奈川県,16,富山県,6,金属工業品,243.6161776,61.78573075,9.564615945,0
14,神奈川県,17,石川県,6,金属工業品,477.1427339,8.018419587,0,0
14,神奈川県,18,福井県,6,金属工業品,14.56069921,0,0,0
14,神奈川県,19,山梨県,6,金属工業品,619.2304927,122.9062539,17.91229317,5.238095238
14,神奈川県,20,長野県,6,金属工業品,602.3048179,64.06450373,37.53682092,0
14,神奈川県,21,岐阜県,6,金属工業品,21.77102749,181.7955298,3.990909091,10.05952381
14,神奈川県,22,静岡県,6,金属工業品,2865.578205,666.2663833,61.39404689,32.42415584
14,神奈川県,23,愛知県,6,金属工業品,1574.637145,3402.488245,43.3287788,50.52631579
14,神奈川県,24,三重県,6,金属工業品,49.97419665,95.16445015,0,0
14,神奈川県,25,滋賀県,6,金属工業品,75.94110864,541.5500007,0,4.269230769
14,神奈川県,26,京都府,6,金属工業品,8.1854972,73.60344807,0,0
14,神奈川県,27,大阪府,6,金属工業品,674.27785,496.0049162,36.07485737,8.126373626
14,神奈川県,28,兵庫県,6,金属工業品,352.1609741,354.4811643,0,4.441860465
14,神奈川県,29,奈良県,6,金属工業品,38.67667279,0.215923345,0,0
14,神奈川県,30,和歌山県,6,金属工業品,4.177941177,11.18760258,0,0
14,神奈川県,31,鳥取県,6,金属工業品,0.042692308,4.038156954,0,0
14,神奈川県,32,島根県,6,金属工業品,0,1.804878049,0,0
14,神奈川県,33,岡山県,6,金属工業品,41.31555502,78.41584553,0,0
14,神奈川県,34,広島県,6,金属工業品,133.9520261,6.120156794,4.064516129,0
14,神奈川県,35,山口県,6,金属工業品,30.06601103,45.77058824,4.064516129,0
14,神奈川県,36,徳島県,6,金属工業品,0.122166297,0.171609091,0,0
14,神奈川県,37,香川県,6,金属工業品,31.06985714,0,0,0
14,神奈川県,38,愛媛県,6,金属工業品,0.18767712,28.49561243,0,0
14,神奈川県,39,高知県,6,金属工業品,0.950333333,0,0,0
14,神奈川県,40,福岡県,6,金属工業品,325.5191883,166.8043845,0,9.342105263
14,神奈川県,41,佐賀県,6,金属工業品,0.270352941,0.135690909,0,0
14,神奈川県,42,長崎県,6,金属工業品,0.235836898,7.871812081,0,0
14,神奈川県,43,熊本県,6,金属工業品,1.695062702,0.35501039,0,0
14,神奈川県,44,大分県,6,金属工業品,0.761974924,115.5,0,0
14,神奈川県,45,宮崎県,6,金属工業品,19.6549085,0,0,0
14,神奈川県,46,鹿児島県,6,金属工業品,11.17680197,0.073251249,0,0
14,神奈川県,47,沖縄県,6,金属工業品,61.25313434,0,0,0
14,神奈川県,90,全国,6,金属工業品,1.302777778,598.206431,0,0
14,神奈川県,91,東日本,6,金属工業品,7.222222222,13.52941177,3.611111111,0
14,神奈川県,92,東北,6,金属工業品,0,0.008065217,0,0
14,神奈川県,93,海外,6,金属工業品,837.480693,1293.642895,0,0
14,神奈川県,99,全て不明,6,金属工業品,0.048780488,177.8535494,0,0
15,新潟県,08,茨城県,6,金属工業品,127.9571464,759.2890175,34.10049986,45.05964455
15,新潟県,11,埼玉県,6,金属工業品,252.8197803,546.2458513,204.6315182,203.9738403
15,新潟県,12,千葉県,6,金属工業品,274.2880029,2153.958749,46.60354426,59.93421053
15,新潟県,13,東京都,6,金属工業品,231.6743425,356.8931621,16.66666667,172.9592944
15,新潟県,14,神奈川県,6,金属工業品,172.9698171,1637.156683,13.65914787,42.10526316
16,富山県,08,茨城県,6,金属工業品,258.7896348,428.8622795,37.79471379,15.79686197
16,富山県,11,埼玉県,6,金属工業品,261.1415182,78.23054662,213.5070827,91.7774359
16,富山県,12,千葉県,6,金属工業品,89.49717582,199.2557326,0,4.5625
16,富山県,13,東京都,6,金属工業品,702.8120477,4.479190783,0,40.0952381
16,富山県,14,神奈川県,6,金属工業品,61.78573075,243.6161776,0,9.564615945
17,石川県,08,茨城県,6,金属工業品,31.86052137,171.3390602,10.74786325,12.28846154
17,石川県,11,埼玉県,6,金属工業品,31.33914787,2.124583651,22.53275452,12.15982672
17,石川県,12,千葉県,6,金属工業品,1.6,295.7552188,0,9.692307692
17,石川県,13,東京都,6,金属工業品,0.140869565,0.543967204,0,16
17,石川県,14,神奈川県,6,金属工業品,8.018419587,477.1427339,0,0
18,福井県,08,茨城県,6,金属工業品,2189.867087,100.059395,164.9745839,29.22481999
18,福井県,11,埼玉県,6,金属工業品,8.719374817,78.97847135,23.11216126,25.54953627
18,福井県,12,千葉県,6,金属工業品,36.93874005,27.69817669,3,0
18,福井県,13,東京都,6,金属工業品,24.24997436,27.09274318,0,40
18,福井県,14,神奈川県,6,金属工業品,0,14.56069921,0,0
19,山梨県,08,茨城県,6,金属工業品,0.657747672,843.5897933,25.56521739,86.12963256
19,山梨県,11,埼玉県,6,金属工業品,104.8898985,358.0676742,46.81823044,143.1591184
19,山梨県,12,千葉県,6,金属工業品,2.416491587,909.5700026,4.953125,79.26398418
19,山梨県,13,東京都,6,金属工業品,15.27430639,153.1518187,0,78.59019515
19,山梨県,14,神奈川県,6,金属工業品,122.9062539,619.2304927,5.238095238,17.91229317
20,長野県,08,茨城県,6,金属工業品,110.3661134,799.2723641,62.06427883,88.67300703
20,長野県,11,埼玉県,6,金属工業品,280.1482964,941.9646127,154.2124382,400.4381166
20,長野県,12,千葉県,6,金属工業品,25.36805093,613.005546,12.70833333,14
20,長野県,13,東京都,6,金属工業品,241.8511407,262.7295477,6.179104478,142.0904331
20,長野県,14,神奈川県,6,金属工業品,64.06450373,602.3048179,0,37.53682092
21,岐阜県,08,茨城県,6,金属工業品,450.8831834,386.6523646,38.23880476,31.2643323
21,岐阜県,11,埼玉県,6,金属工業品,129.5237333,187.1484933,106.038243,103.8900304
21,岐阜県,12,千葉県,6,金属工業品,5.410272486,343.9202507,0,45.34412956
21,岐阜県,13,東京都,6,金属工業品,18.35934631,5.242220491,0,104.0952381
21,岐阜県,14,神奈川県,6,金属工業品,181.7955298,21.77102749,10.05952381,3.990909091
22,静岡県,08,茨城県,6,金属工業品,223.1635943,989.6618696,31.22771505,101.6088183
22,静岡県,11,埼玉県,6,金属工業品,326.2265756,1012.254379,132.1513224,309.4496264
22,静岡県,12,千葉県,6,金属工業品,117.1502244,3521.395757,19.91724138,227.1177784
22,静岡県,13,東京都,6,金属工業品,158.4685755,430.0500582,6.361702128,347.5132947
22,静岡県,14,神奈川県,6,金属工業品,666.2663833,2865.578205,32.42415584,61.39404689
23,愛知県,08,茨城県,6,金属工業品,308.5304468,871.9872804,41.47553852,89.87406566
23,愛知県,11,埼玉県,6,金属工業品,1176.241442,557.6821515,266.6159754,299.1842107
23,愛知県,12,千葉県,6,金属工業品,221.8705866,7635.366119,8.25,352.9802002
23,愛知県,13,東京都,6,金属工業品,1874.715555,322.6622077,26.58823529,204
