mesh_code,total_population,total_households,htksyori,htksaki
533942192,528,286,0,
533942193,1163,554,0,
533942194,1294,514,0,
533942201,776,196,0,
533942202,573,113,0,
533942203,252,106,0,
533942211,882,381,0,
533942212,561,258,0,
533942213,394,182,0,
533942214,345,147,0,
533942221,179,30,0,
533942222,1044,402,0,
533942223,40,16,0,
533942224,671,296,0,
533942231,1690,649,0,
533942232,1905,672,0,
533942233,1368,581,0,
533942234,2069,849,0,
533942241,1264,516,0,
533942242,1633,736,0,
533942243,1448,631,0,
533942244,942,288,0,
533942251,947,438,0,
533942252,850,459,0,
533942253,53,24,0,
533942254,65,11,0,
533942261,863,475,0,
533942262,28,19,0,
533942263,234,37,0,
533942264,890,568,0,
533942271,235,117,0,
533942272,925,414,0,
533942273,373,265,0,
533942274,473,221,0,
533942281,1547,583,0,
533942282,2307,951,0,
533942283,1856,738,0,
533942284,1128,485,0,
533942291,1502,534,0,
533942292,2071,878,0,
533942293,1365,588,0,
533942294,1030,443,0,
533942311,4,1,2,533942312
533942312,486,212,1,
533942313,331,153,0,
533942314,926,407,0,
533942321,948,399,0,
533942322,1131,466,0,
533942323,527,163,0,
533942331,769,315,0,
533942332,255,104,1,
533942334,1,1,2,533942332
533942341,223,99,1,
533942342,237,4,2,533942341
533942343,131,5,0,
533942351,18,10,0,
533942352,586,123,0,
533942353,85,38,0,
533942354,564,321,0,
533942361,827,524,0,
533942362,247,164,0,
533942363,389,239,0,
533942373,3,3,0,
533942374,26,7,0,
533942381,156,69,0,
533942382,149,55,0,
533942383,879,432,0,
533942384,1657,585,0,
533942392,36,11,0,
533942393,730,336,0,
533942394,1180,480,0,
533942401,21,9,0,
533942402,198,88,0,
533942403,81,25,0,
533942404,39,18,0,
533942411,247,109,0,
533942412,96,37,0,
533942413,271,4,0,
533942424,4,2,2,533942433
533942431,80,2,2,533942433
533942432,2,1,2,533942434
533942433,128,27,1,
533942434,359,154,1,
533942441,78,29,0,
533942442,600,270,0,
533942443,479,262,0,
533942444,385,62,0,
533942451,305,152,0,
533942452,40,20,0,
533942453,475,15,0,
533942454,28,15,0,
533942461,28,11,0,
533942463,66,24,0,
533942471,208,73,0,
533942472,986,375,0,
533942473,1034,450,0,
533942474,1699,836,0,
533942481,2417,1055,0,
533942482,2263,1016,0,
533942483,2520,1062,0,
533942484,2269,1002,0,
533942491,2320,960,0,
533942492,1924,788,0,
533942493,2492,1063,0,
533942494,3169,1445,0,
533942522,162,65,0,
533942523,15,9,0,
533942524,113,51,0,
533942531,265,114,0,
533942532,527,108,0,
533942533,592,251,0,
533942534,658,268,0,
533942541,5,1,2,533942543
533942542,2,2,2,533942543
533942543,37,15,1,
533942544,93,34,0,
533942552,23,9,0,
533942553,82,34,0,
533942554,164,72,0,
533942562,1833,979,0,
533942563,39,17,0,
533942564,2060,1093,0,
533942571,2303,976,0,
533942572,3024,1266,0,
533942573,2473,1241,0,
533942574,2381,1134,0,
533942581,3130,1406,0,
533942582,2924,1580,0,
533942583,3055,1468,0,
533942584,2896,1354,0,
533942591,3077,1487,0,
533942592,3052,1578,0,
533942593,2224,1049,0,
533942594,4683,1983,0,
533942601,126,5,0,
533942603,263,96,0,
533942604,249,99,0,
533942611,320,115,0,
533942612,94,42,0,
533942613,1320,540,0,
533942614,1745,691,0,
533942621,190,67,0,
533942622,497,214,0,
533942623,863,342,0,
533942624,1423,569,0,
533942631,485,208,0,
533942632,206,84,0,
533942633,1797,724,0,
533942634,1630,700,0,
533942641,341,122,0,
533942642,1459,602,0,
533942643,2021,803,0,
533942644,1928,781,0,
533942651,772,310,0,
533942652,1261,553,0,
533942653,1860,751,0,
533942654,1754,752,0,
533942661,634,266,0,
533942662,1552,747,0,
533942663,453,218,0,
533942664,2241,947,0,
533942671,2392,1252,0,
533942672,3308,1617,0,
533942673,2152,1093,0,
533942674,2823,1546,0,
533942681,1135,579,0,
533942683,582,271,0,
533942684,1914,806,0,
533942691,342,142,0,
533942692,725,285,0,
533942693,1405,486,0,
533942694,457,182,0,
533942701,1411,571,0,
533942702,1371,542,0,
533942703,1874,803,0,
533942704,254,125,0,
533942711,1062,448,0,
533942712,751,319,0,
533942713,102,37,0,
533942714,478,129,0,
533942721,574,249,0,
533942722,1687,752,0,
533942723,50,3,2,533942724
533942724,1078,485,1,
533942731,2011,863,0,
533942732,1063,404,0,
533942733,1554,705,0,
533942734,21,9,0,
533942741,554,225,0,
533942742,1387,629,0,
533942743,23,14,0,
533942744,764,319,0,
533942751,1675,713,0,
533942752,597,244,0,
533942753,1380,588,0,
533942754,597,156,0,
533942761,1435,891,0,
533942762,2072,928,0,
533942763,1849,871,0,
533942764,1842,831,0,
533942771,2277,1061,0,
533942772,197,121,0,
533942773,1763,860,0,
533942781,93,40,0,
533942782,1956,821,0,
533942783,40,11,0,
533942784,1434,562,0,
533942791,1267,461,0,
533942792,1983,802,0,
533942793,949,395,0,
533942794,1696,770,0,
533942801,1024,429,0,
533942802,666,271,0,
533942803,922,344,0,
533942804,786,300,0,
533942811,363,111,0,
533942812,1055,360,0,
533942813,1019,386,0,
533942814,1117,420,0,
533942821,366,124,0,
533942822,1045,426,0,
533942823,690,286,0,
533942824,480,192,0,
533942831,1911,841,0,
533942832,1273,452,0,
533942833,667,273,0,
533942834,666,235,0,
533942841,1032,365,0,
533942842,1243,460,0,
533942843,1733,628,0,
533942844,1684,684,0,
533942851,1227,500,0,
533942852,1078,506,0,
533942853,1151,409,0,
533942854,1610,751,0,
533942861,2134,1122,0,
533942862,2501,1291,0,
533942863,2539,1434,0,
533942864,2394,1164,0,
533942871,1054,506,0,
533942872,181,8,0,
533942873,368,115,0,
533942882,894,320,0,
533942891,911,359,0,
533942892,2047,891,0,
533942893,20,5,0,
533942894,1126,430,0,
533942901,791,294,0,
533942902,477,167,0,
533942903,152,23,0,
533942904,338,30,0,
533942911,227,94,0,
533942912,807,278,0,
533942913,157,18,0,
533942921,676,269,0,
533942922,199,74,0,
533942931,501,187,0,
533942932,529,214,0,
533942933,164,64,0,
533942941,368,151,0,
533942942,327,123,0,
533942943,117,45,0,
533942944,708,255,0,
533942951,598,154,0,
533942952,1751,849,0,
533942953,839,341,0,
533942954,2142,1016,0,
533942961,2388,1369,0,
533942962,2678,1532,0,
533942963,2836,1491,0,
533942964,2360,1149,0,
533942971,44,19,0,
533942973,64,38,0,
533942992,2246,910,0,
533942993,634,265,0,
533942994,1366,552,0,
533943001,2484,1238,0,
533943002,3249,1545,0,
533943003,775,337,0,
533943004,2142,1133,0,
533943011,2731,1330,0,
533943012,1977,835,0,
533943013,2710,1322,0,
533943014,2547,1281,0,
533943021,1552,711,0,
533943022,2295,955,0,
533943023,2141,1027,0,
533943024,2372,1003,0,
533943031,1993,981,0,
533943032,1389,658,0,
533943033,2730,1229,0,
533943034,2421,1198,0,
533943042,1024,367,0,
533943043,496,214,0,
533943044,965,438,0,
533943051,1666,640,0,
533943052,1169,503,0,
533943053,638,243,0,
533943054,725,303,0,
533943061,899,517,0,
533943062,2502,1272,0,
533943063,2558,1158,0,
533943064,3820,1802,0,
533943071,3700,1997,0,
533943072,2780,1441,0,
533943073,4425,2315,0,
533943074,4461,2516,0,
533943081,3856,2286,0,
533943082,5154,2763,0,
533943083,6124,3230,0,
533943084,6299,3380,0,
533943091,4378,2350,0,
533943092,4753,2772,0,
533943093,3150,1652,0,
533943094,3218,1571,0,
533943101,1130,523,0,
533943102,2547,1421,0,
533943103,1618,597,0,
533943104,2042,915,0,
533943111,2999,1543,0,
533943112,2501,1419,0,
533943113,3940,2061,0,
533943114,2942,1427,0,
533943121,1714,916,0,
533943122,2404,1243,0,
533943123,1351,614,0,
533943124,2948,1177,0,
533943131,2442,1029,0,
533943132,830,258,0,
533943133,326,137,0,
533943134,1744,861,0,
533943141,785,318,0,
533943142,294,107,0,
533943143,1622,605,0,
533943144,1565,738,0,
533943151,871,315,0,
533943152,1184,480,0,
533943153,2439,1052,0,
533943154,2947,1648,0,
533943161,2032,889,0,
533943162,3802,1463,0,
533943163,2557,1105,0,
533943164,1089,436,0,
533943171,4487,2150,0,
533943172,1115,534,0,
533943173,55,45,0,
533943174,1134,538,0,
533943181,2838,1545,0,
533943182,4125,1999,0,
533943183,4197,1937,0,
533943184,3141,1270,0,
533943191,1831,793,0,
533943192,1649,725,0,
533943193,3301,1431,0,
533943194,1437,631,0,
533943201,603,204,0,
533943202,817,356,0,
533943203,9,4,0,
533943204,161,77,0,
533943211,1705,752,0,
533943212,1078,500,0,
533943213,1212,554,0,
533943214,2662,1008,0,
533943221,181,67,0,
533943222,376,186,0,
533943223,1955,887,0,
533943224,2112,897,0,
533943231,1728,736,0,
533943232,3278,1368,0,
533943233,4264,2095,0,
533943234,3096,1494,0,
533943241,2412,1299,0,
533943242,3199,1625,0,
533943243,2376,1166,0,
533943244,3097,1447,0,
533943251,2545,1262,0,
533943252,4777,2374,0,
533943253,2746,1328,0,
533943254,2542,1184,0,
533943261,3356,1589,0,
533943262,1612,714,0,
533943263,3218,1503,0,
533943264,1873,816,0,
533943271,563,280,0,
533943272,2872,494,0,
533943273,1866,752,0,
533943274,1822,889,0,
533943281,1405,733,0,
533943282,1347,669,0,
533943283,2147,1078,0,
533943284,2604,1326,0,
533943291,2890,1339,0,
533943292,3207,1466,0,
533943293,3696,1657,0,
533943294,2802,1157,0,
533943301,924,392,0,
533943302,2037,924,0,
533943303,1774,677,0,
533943304,2012,870,0,
533943311,2397,1235,0,
533943312,2688,1402,0,
533943313,1529,674,0,
533943314,2768,1356,0,
533943321,2440,1173,0,
533943322,2774,1556,0,
533943323,3340,1838,0,
533943324,3405,2020,0,
533943331,3777,2326,0,
533943332,3278,1826,0,
533943333,2026,1266,0,
533943334,4964,3035,0,
533943341,3573,1876,0,
533943342,3000,1631,0,
533943343,3536,1754,0,
533943344,4436,2317,0,
533943351,2329,1294,0,
533943352,1112,694,0,
533943353,3496,1815,0,
533943354,4869,2748,0,
533943361,3454,1852,0,
533943362,3155,1348,0,
533943363,3339,1675,0,
533943364,2788,1375,0,
533943371,3549,1900,0,
533943372,1387,595,0,
533943373,6452,3260,0,
533943374,3130,1246,0,
533943381,2624,1432,0,
533943382,3664,1983,0,
533943383,5290,3521,0,
533943384,4429,2745,0,
533943391,3647,1725,0,
533943392,2978,1227,0,
533943393,2846,1469,0,
533943394,2245,1155,0,
533943401,2585,1219,0,
533943402,1658,792,0,
533943403,3426,1741,0,
533943404,3267,1936,0,
533943411,3330,1532,0,
533943412,2356,1235,0,
533943413,197,77,0,
533943421,885,447,0,
533943422,2427,1235,0,
533943423,165,11,0,
533943424,1224,537,0,
533943431,3594,2268,0,
533943432,3574,2070,0,
533943433,2266,1275,0,
533943434,4085,2322,0,
533943441,2308,1125,0,
533943442,3425,1531,0,
533943443,479,203,0,
533943444,2953,1322,0,
533943451,1595,910,0,
533943452,3856,1936,0,
533943453,3002,1418,0,
533943454,2253,1050,0,
533943461,3478,1801,0,
533943462,2647,1207,0,
533943463,2835,1241,0,
533943464,2064,905,0,
533943471,2422,1324,0,
533943472,1730,810,0,
533943473,2757,1277,0,
533943474,5919,2572,0,
533943481,4530,2945,0,
533943482,4056,2587,0,
533943483,4152,2244,0,
533943484,3888,2251,0,
533943491,2542,1282,0,
533943492,3160,1504,0,
533943493,276,129,0,
533943494,3252,1479,0,
533943501,3255,1731,0,
533943502,1492,537,0,
533943503,2352,1084,0,
533943504,2064,824,0,
533943521,50,50,0,
533943522,1086,560,0,
533943524,1708,548,0,
533943531,797,436,0,
533943532,3140,1510,0,
533943534,1276,654,0,
533943541,1958,842,0,
533943542,2542,1036,0,
533943543,3026,1507,0,
533943544,2553,1210,0,
533943551,2708,1094,0,
533943552,2644,1099,0,
533943553,2440,1004,0,
533943554,2497,943,0,
533943561,1590,615,0,
533943562,3028,1330,0,
533943563,1722,658,0,
533943564,2081,867,0,
533943571,2268,1109,0,
533943572,3850,1825,0,
533943573,2800,1308,0,
533943574,3678,1609,0,
533943581,2831,1366,0,
533943582,3713,1801,0,
533943583,4249,1771,0,
533943584,3048,1323,0,
533943591,1725,694,0,
533943592,3224,1389,0,
533943593,2327,967,0,
533943594,2725,1191,0,
533943601,1883,729,0,
533943602,2161,867,0,
533943603,2226,1048,0,
533943604,1873,785,0,
533943611,2075,1068,0,
533943612,1289,744,0,
533943613,1566,719,0,
533943614,1525,624,0,
533943621,2,1,2,533943623
533943622,1097,516,0,
533943623,1522,652,1,
533943624,1497,643,0,
533943631,1318,600,0,
533943632,1734,827,0,
533943633,1692,852,0,
533943634,2054,1041,0,
533943641,3084,1392,0,
533943642,3051,1558,0,
533943643,2210,1019,0,
533943644,1679,796,0,
533943651,2342,973,0,
533943652,1452,592,0,
533943653,2667,1417,0,
533943654,2949,1551,0,
533943661,1075,504,0,
533943662,2357,1087,0,
533943663,1598,744,0,
533943664,2528,1214,0,
533943671,2199,1078,0,
533943672,2371,1256,0,
533943673,1819,899,0,
533943674,3320,1649,0,
533943681,3386,1710,0,
533943682,1882,634,0,
533943683,4388,2373,0,
533943684,3360,1755,0,
533943691,3210,1763,0,
533943692,3111,1245,0,
533943693,3723,1916,0,
533943694,2266,912,0,
533943701,1751,692,0,
533943702,1674,810,0,
533943703,2490,1106,0,
533943704,924,429,0,
533943711,980,457,0,
533943712,1110,509,0,
533943713,2868,1205,0,
533943714,3263,1527,0,
533943721,2419,973,0,
533943722,2321,975,0,
533943723,2973,1228,0,
533943724,1788,872,0,
533943731,2187,1150,0,
533943732,1816,781,0,
533943733,2455,1204,0,
533943734,2703,1154,0,
533943741,2440,1237,0,
533943742,2264,1015,0,
533943743,785,282,0,
533943744,3717,1651,0,
533943751,3964,1396,0,
533943752,1574,455,0,
533943753,2559,1179,0,
533943754,941,384,0,
533943761,2484,1103,0,
533943762,2229,1106,0,
533943763,1553,701,0,
533943764,1284,656,0,
533943771,2009,953,0,
533943772,2583,1166,0,
533943773,2136,995,0,
533943774,2504,1144,0,
533943781,2685,1530,0,
533943782,3159,1484,0,
533943783,2604,1178,0,
533943784,2494,1213,0,
533943791,4078,1690,0,
533943792,3637,1508,0,
533943793,3065,1452,0,
533943794,1713,718,0,
533943801,2092,863,0,
533943802,414,214,0,
533943803,787,335,0,
533943811,168,72,0,
533943812,2382,994,0,
533943813,397,181,0,
533943814,2425,1008,0,
533943821,3388,1533,0,
533943822,3544,1561,0,
533943823,3185,1480,0,
533943824,2885,1542,0,
533943831,3780,1415,0,
533943832,3743,1448,0,
533943833,2506,1130,0,
533943834,1696,850,0,
533943841,3180,1421,0,
533943842,2866,1459,0,
533943843,2609,1191,0,
533943844,3346,1663,0,
533943851,2345,1162,0,
533943852,2906,1251,0,
533943853,2846,1213,0,
533943854,2505,1149,0,
533943861,2790,1263,0,
533943862,2629,1232,0,
533943863,4846,1916,0,
533943864,1971,905,0,
533943871,1890,894,0,
533943872,1948,958,0,
533943873,2200,1234,0,
533943874,354,188,0,
533943881,2027,941,0,
533943882,3004,1577,0,
533943883,3093,1869,0,
533943884,1786,935,0,
533943891,3942,2113,0,
533943892,3337,1476,0,
533943893,2629,1028,0,
533943894,1759,714,0,
533943901,359,164,0,
533943902,17,15,2,533943903
533943903,1537,593,1,
533943904,722,290,0,
533943911,1702,755,0,
533943912,1294,472,0,
533943913,1655,714,0,
533943914,1502,578,0,
533943921,2597,1184,0,
533943922,3898,2048,0,
533943923,1705,648,0,
533943924,989,493,0,
533943931,2192,1058,0,
533943932,1813,785,0,
533943933,1225,575,0,
533943934,2506,1272,0,
533943941,2327,1070,0,
533943942,3040,1246,0,
533943943,1661,671,0,
533943944,1640,665,0,
533943951,2481,967,0,
533943952,1999,1107,0,
533943953,1648,647,0,
533943954,1721,728,0,
533943961,2263,902,0,
533943962,4555,1972,0,
533943963,2787,1196,0,
533943964,1602,713,0,
533943971,3389,1473,0,
533943972,3068,1415,0,
533943973,4918,2501,0,
533943974,5650,3359,0,
533943981,2373,1148,0,
533943982,14,7,0,
533943983,3306,1771,0,
533943984,1954,825,0,
533943991,929,500,0,
533943992,2395,1011,0,
533943993,1432,554,0,
533943994,2170,931,0,
533944001,3057,1549,0,
533944002,3834,1759,0,
533944003,2849,1168,0,
533944004,2944,1261,0,
533944011,3132,1353,1,
533944012,829,462,0,
533944013,3229,1498,0,
533944014,189,6,2,533944011
533944021,11,3,2,533944022
533944022,584,261,1,
533944023,14,5,0,
533944024,1837,650,0,
533944031,2524,995,0,
533944032,837,392,0,
533944033,2091,899,0,
533944034,825,377,0,
533944041,677,281,0,
533944042,2855,1229,0,
533944043,1237,548,0,
533944044,2571,1065,0,
533944051,3100,1340,0,
533944052,3004,1344,0,
533944053,2973,1486,0,
533944054,3522,1713,0,
533944061,2679,1409,0,
533944062,3774,1787,0,
533944063,1912,816,0,
533944064,2803,1305,0,
533944071,4390,2287,0,
533944072,5892,3773,0,
533944073,4188,1741,0,
533944074,4767,2370,0,
533944081,5109,3347,0,
533944082,5961,3340,0,
533944083,5563,3142,0,
533944084,6086,3521,0,
533944091,4481,2710,0,
533944092,3971,2400,0,
533944093,6123,3678,0,
533944094,4423,2547,0,
533944101,2265,802,0,
533944102,2741,1168,0,
533944103,612,238,0,
533944111,3386,1824,0,
533944112,696,311,0,
533944113,1022,460,0,
533944114,1221,606,0,
533944121,1060,523,0,
533944122,493,172,0,
533944123,801,387,0,
533944124,1622,757,0,
533944131,2246,1013,0,
533944132,1792,833,0,
533944133,1605,758,0,
533944134,2192,1037,0,
533944141,2128,881,0,
533944142,2093,891,0,
533944143,2380,939,0,
533944144,719,386,0,
533944151,1679,958,0,
533944152,3088,1390,0,
533944153,2148,1337,0,
533944154,2716,1366,0,
533944161,1846,891,0,
533944162,1931,924,0,
533944163,2123,930,0,
533944164,2426,1130,0,
533944171,3637,1622,0,
533944172,2172,1137,0,
533944173,3521,1544,0,
533944174,3627,1950,0,
533944181,4039,1880,0,
533944182,3916,1907,0,
533944183,2776,1403,0,
533944184,3822,1459,0,
533944191,3996,2175,0,
533944192,2478,1148,0,
533944193,4172,2401,0,
533944194,2850,1430,0,
533944201,3212,1119,0,
533944203,3060,1456,0,
533944204,2122,907,0,
533944211,372,163,0,
533944212,795,358,0,
533944213,205,107,0,
533944214,869,419,0,
533944221,689,14,0,
533944222,55,18,0,
533944223,850,327,0,
533944224,2699,1313,0,
533944231,1624,835,0,
533944232,3310,1491,0,
533944233,3851,1779,0,
533944234,4151,1769,0,
533944241,3243,1489,0,
533944242,4939,2135,0,
533944243,3207,1521,0,
533944244,5701,2580,0,
533944251,5800,2529,0,
533944252,6286,2376,0,
533944253,5265,2550,0,
533944254,5763,2405,0,
533944261,3060,1464,0,
533944262,3908,2093,0,
533944263,3179,1460,0,
533944264,3294,1985,0,
533944271,2415,1295,0,
533944272,3521,2127,0,
533944273,3808,2084,0,
533944274,3776,2065,0,
533944281,2109,1123,0,
533944282,3253,1802,0,
533944283,4242,2305,0,
533944284,4890,2554,0,
533944291,5278,2551,0,
533944292,3761,1925,0,
533944293,4146,2200,0,
533944294,4451,2058,0,
533944301,3285,1694,0,
533944302,2672,1284,0,
533944303,4233,2273,0,
533944304,4910,2731,0,
533944311,2299,971,0,
533944312,3433,1827,0,
533944313,3359,1698,0,
533944314,3305,1942,0,
533944321,3797,1818,0,
533944322,3717,1721,0,
533944323,3341,1734,0,
533944324,3901,2077,0,
533944331,2584,1261,0,
533944332,3391,1731,0,
533944333,4080,2223,0,
533944334,3867,1939,0,
533944341,3027,1554,0,
533944342,3754,2009,0,
533944343,3769,2018,0,
533944344,8479,4731,0,
533944351,4924,2644,0,
533944352,2677,1417,0,
533944353,5170,2920,0,
533944354,1603,779,0,
533944361,2973,1479,0,
533944362,3519,2000,0,
533944363,2703,1462,0,
533944364,2724,1478,0,
533944371,3243,1709,0,
533944372,4587,2145,0,
533944373,3611,1965,0,
533944374,5158,2958,0,
533944381,4015,2066,0,
533944382,3458,1650,0,
533944383,4316,2358,0,
533944384,4943,2383,0,
533944391,4435,2230,0,
533944392,4005,1905,0,
533944393,4848,2570,0,
533944394,3590,1885,0,
533944401,3629,2041,0,
533944402,5460,3079,0,
533944403,3257,1689,0,
533944404,5234,2818,0,
533944411,5049,2657,0,
533944412,3578,2055,0,
533944413,3964,1956,0,
533944414,3505,1664,0,
533944421,1635,977,0,
533944422,4194,2151,0,
533944423,2964,1581,0,
533944424,3384,1704,0,
533944431,4180,2469,0,
533944432,4590,2684,0,
533944433,3163,1559,0,
533944434,3306,1671,0,
533944441,3047,1751,0,
533944442,5652,3617,0,
533944443,2632,1318,0,
533944444,4527,2318,0,
533944451,4825,2906,0,
533944452,3066,1668,0,
533944453,4572,2708,0,
533944454,4523,2595,0,
533944461,2192,1370,0,
533944462,4420,2781,0,
533944463,3053,2112,0,
533944464,4193,2595,0,
533944471,3924,2148,0,
533944472,5725,3752,0,
533944473,3775,1925,0,
533944474,6130,3742,0,
533944481,5319,3351,0,
533944482,4176,2250,0,
533944483,6190,3612,0,
533944484,4888,2786,0,
533944491,6063,3890,0,
533944492,5990,3584,0,
533944493,6174,4160,0,
533944494,5124,3383,0,
533944501,2398,1134,0,
533944502,3837,1749,0,
533944503,2090,863,0,
533944504,813,376,0,
533944511,3070,1418,0,
533944512,3218,1581,0,
533944513,699,331,0,
533944514,626,324,0,
533944521,5123,1997,0,
533944522,4082,1681,0,
533944523,1339,589,0,
533944524,4088,1696,0,
533944531,2751,1380,0,
533944532,1130,525,0,
533944533,2144,981,0,
533944534,3887,1941,0,
533944541,3198,1580,0,
533944542,6536,3678,0,
533944543,3064,1360,0,
533944544,4502,2208,0,
533944551,6855,3219,0,
533944552,3631,1929,0,
533944553,4712,2051,0,
533944554,1852,790,0,
533944561,4064,2200,0,
533944562,4122,2167,0,
533944563,3637,1450,0,
533944564,4602,2288,0,
533944571,2762,1509,0,
533944572,4231,2317,0,
533944573,2307,1020,0,
533944574,3009,1478,0,
533944581,5223,2912,0,
533944582,4921,2730,0,
533944583,6069,3032,0,
533944584,4613,2033,0,
533944591,5079,3135,0,
533944592,4955,2843,0,
533944593,3593,1763,0,
533944594,4366,1940,0,
533944601,888,361,0,
533944602,1988,791,0,
533944603,2381,906,0,
533944604,3570,1754,0,
533944611,960,376,0,
533944612,637,250,0,
533944613,3979,2058,0,
533944614,3265,1433,0,
533944621,1673,691,0,
533944622,4033,1570,0,
533944623,5044,1880,0,
533944624,2921,1321,0,
533944631,2525,1038,0,
533944632,1437,582,0,
533944633,3756,1804,0,
533944634,3411,1622,0,
533944641,2259,1009,0,
533944642,1612,849,0,
533944643,5268,2361,0,
533944644,3215,1631,0,
533944651,2244,1009,0,
533944652,3264,1279,0,
533944653,3857,2037,0,
533944654,5796,2796,0,
533944661,2417,1056,0,
533944662,4089,1929,0,
533944663,5403,2744,0,
533944664,3811,2052,0,
533944671,3182,1531,0,
533944672,3170,1386,0,
533944673,4582,2765,0,
533944674,3612,1694,0,
533944681,3181,1388,0,
533944682,3424,1498,0,
533944683,2953,1582,0,
533944684,4488,2340,0,
533944691,4026,2113,0,
533944692,3868,1919,0,
533944693,4499,2631,0,
533944694,4548,2631,0,
533944701,4167,1749,0,
533944702,2921,1312,0,
533944703,1479,671,0,
533944704,2743,1429,0,
533944711,4446,2087,0,
533944712,3334,1535,0,
533944713,3312,1625,0,
533944714,3554,1504,0,
533944721,4916,2251,0,
533944722,3082,1687,0,
533944723,3500,1642,0,
533944724,4336,2242,0,
533944731,3937,2115,0,
533944732,4663,2519,0,
533944733,4844,2768,0,
533944734,4488,2231,0,
533944741,4457,2326,0,
533944742,1455,755,0,
533944743,4369,2325,0,
533944744,4114,2157,0,
533944751,1817,907,0,
533944752,4157,2242,0,
533944753,4155,2325,0,
533944754,3922,1725,0,
533944761,5898,3919,0,
533944762,4515,2369,0,
533944763,4166,2165,0,
533944764,3516,1721,0,
533944771,4104,2542,0,
533944772,2886,1455,0,
533944773,3976,1953,0,
533944774,3800,1904,0,
533944781,3966,2269,0,
533944782,3353,1820,0,
533944783,3997,1881,0,
533944784,4529,1963,0,
533944791,3357,1838,0,
533944792,4465,2519,0,
533944793,5017,2284,0,
533944794,5361,2397,0,
533944801,2029,729,0,
533944802,2775,1185,0,
533944803,1453,568,0,
533944804,2818,1264,0,
533944811,2071,839,0,
533944812,871,339,0,
533944813,1743,674,0,
533944814,1231,444,0,
533944821,2033,908,0,
533944822,2500,1202,0,
533944823,2701,1187,0,
533944824,2744,1226,0,
533944831,1684,857,0,
533944832,4004,1847,0,
533944833,558,223,0,
533944834,3419,1522,0,
533944841,3696,1765,0,
533944842,3534,1617,0,
533944843,3027,1255,0,
533944844,2464,1008,0,
533944851,3645,1452,0,
533944852,4298,1799,0,
533944853,3477,1487,0,
533944854,3825,1615,0,
533944861,5121,2142,0,
533944862,3282,1379,0,
533944863,3885,1646,0,
533944864,3414,1395,0,
533944871,3884,1691,0,
533944872,2192,1004,0,
533944873,3795,1800,0,
533944874,1268,590,0,
533944881,3531,1619,0,
533944882,3875,1688,0,
533944883,1725,890,0,
533944884,3660,2072,0,
533944891,3344,1717,0,
533944892,4422,2276,0,
533944893,3857,2100,0,
533944894,4133,2091,0,
533944901,2058,885,0,
533944902,2717,1316,0,
533944903,3900,2124,0,
533944904,2125,942,0,
533944911,3193,1358,0,
533944912,3214,1220,0,
533944913,1553,628,0,
533944914,2455,924,0,
533944921,2735,1074,0,
533944922,4736,1793,0,
533944923,1445,551,0,
533944924,3356,1567,0,
533944931,6823,2696,0,
533944932,3456,1552,0,
533944933,5509,2482,0,
533944934,2832,1433,0,
533944941,2751,1227,0,
533944942,3464,1686,0,
533944943,2816,1193,0,
533944944,3024,1378,0,
533944951,2986,1411,0,
533944952,3871,1649,0,
533944953,3794,2103,0,
533944954,4353,2131,0,
533944961,3682,1657,0,
533944962,3090,1539,0,
533944963,4524,2183,0,
533944964,4891,2634,0,
533944971,3509,1600,0,
533944972,4271,2131,0,
533944973,3950,2101,0,
533944974,4748,2199,0,
533944981,5610,3165,0,
533944982,3761,2030,0,
533944983,4040,2005,0,
533944984,4543,2122,0,
533944991,3553,1778,0,
533944992,3949,1700,0,
533944993,4802,2242,0,
533944994,3313,1563,0,
533945001,5304,3289,0,
533945002,5217,3660,0,
533945003,4272,2220,0,
533945004,3369,1710,0,
533945011,3547,2196,0,
533945012,3720,2550,0,
533945013,3791,1987,0,
533945014,3116,1742,0,
533945021,5712,3762,0,
533945022,4840,3159,0,
533945023,4686,2923,0,
533945024,6484,4513,0,
533945031,5461,3403,0,
533945032,4576,2671,0,
533945033,8100,5535,0,
533945034,5511,3471,0,
533945041,4143,2399,0,
533945042,6363,4053,0,
533945043,4395,2228,0,
533945044,5349,3035,0,
533945051,3876,2424,0,
533945053,3110,1677,0,
533945061,781,435,0,
533945062,2248,1316,0,
533945063,795,467,0,
533945064,4778,2775,0,
533945071,2005,1166,0,
533945072,1461,740,0,
533945073,1970,1189,0,
533945074,1584,842,0,
533945081,4231,2244,0,
533945082,4857,3116,0,
533945083,3803,2071,0,
533945084,3171,1857,0,
533945091,3077,1826,0,
533945092,506,359,1,
533945093,1155,883,0,
533945094,13,11,2,533945092
533945101,3393,1672,0,
533945102,3362,1832,0,
533945103,4432,2583,0,
533945104,4452,2354,0,
533945111,4825,2955,0,
533945112,3402,1866,0,
533945113,2846,1593,0,
533945114,4726,2745,0,
533945121,5224,2880,0,
533945122,7510,4743,0,
533945123,5870,3284,0,
533945124,7097,4244,0,
533945131,7133,4559,0,
533945132,8724,5671,0,
533945133,6472,3650,0,
533945134,8171,4800,0,
533945141,6680,4406,0,
533945142,6685,3666,0,
533945143,8183,5359,0,
533945144,5896,3904,0,
533945151,5562,3072,0,
533945152,78,34,0,
533945153,7049,4156,0,
533945154,3970,2562,0,
